batch_id,img_dir,accuracy,topk,clean_CUDA_time,clean_CUDA_mem,clean_CPU_time,clean_CPU_mem,clean_outliers,clean_GFLOPs,adv_CUDA_time,adv_CUDA_mem,adv_CPU_time,adv_CPU_mem,adv_outliers,adv_GFLOPs
0,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000003.JPEG'],0,0,61.644,983.1396484375,300.532,0.000255584716796875,251.0,0.850612992,62.391,1111.912109375,349.138,0.000255584716796875,970.0,0.850612992
1,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000004.JPEG'],0,0,60.452,975.4384765625,294.337,0.000255584716796875,167.0,0.850612992,63.21,1095.81591796875,322.072,0.000255584716796875,1477.0,0.850612992
2,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000014.JPEG'],0,0,60.598,996.16064453125,298.35,0.000255584716796875,241.0,0.850612992,62.266,1090.66015625,310.003,0.000255584716796875,1043.0,0.850612992
3,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000015.JPEG'],0,0,60.752,976.00341796875,298.567,3.814697265625e-06,194.0,0.850612992,62.588,1088.2744140625,307.461,0.000255584716796875,1102.0,0.850612992
4,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000016.JPEG'],0,0,60.442,974.71875,360.681,0.000255584716796875,250.0,0.850612992,62.502,1091.8994140625,340.693,0.000255584716796875,893.0,0.850612992
5,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000018.JPEG'],0,0,60.654,980.42431640625,292.582,0.000255584716796875,242.0,0.850612992,63.712,1093.91552734375,310.589,0.000255584716796875,1340.0,0.850612992
6,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000019.JPEG'],0,0,61.278,976.923828125,295.066,3.814697265625e-06,208.0,0.850612992,62.54,1079.3046875,327.337,0.000255584716796875,1006.0,0.850612992
7,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000021.JPEG'],0,0,61.114,980.4833984375,298.15,3.814697265625e-06,302.0,0.850612992,63.786,1104.10400390625,305.789,0.000255584716796875,1623.0,0.850612992
8,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000026.JPEG'],0,0,61.206,980.8759765625,300.966,0.000255584716796875,278.0,0.850612992,62.4,1086.33447265625,319.561,0.000255584716796875,1012.0,0.850612992
9,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000030.JPEG'],0,0,60.962,979.13427734375,292.903,0.000255584716796875,230.0,0.850612992,62.516,1084.4453125,348.39,0.000255584716796875,1063.0,0.850612992
10,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000033.JPEG'],0,0,61.636,978.95654296875,298.731,0.000255584716796875,248.0,0.850612992,61.826,1074.3505859375,328.716,0.000255584716796875,413.0,0.850612992
11,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000034.JPEG'],0,0,61.082,977.505859375,335.586,0.000255584716796875,285.0,0.850612992,62.9,1033.83251953125,351.09,0.000255584716796875,1044.0,0.850612992
12,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000036.JPEG'],0,0,60.208,976.4658203125,292.811,0.000255584716796875,182.0,0.850612992,62.744,1087.8955078125,332.041,0.000255584716796875,1230.0,0.850612992
13,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000037.JPEG'],0,0,61.1,979.5283203125,305.053,0.000255584716796875,244.0,0.850612992,63.128,1094.470703125,313.986,0.000255584716796875,1305.0,0.850612992
14,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000038.JPEG'],0,0,60.802,1002.58837890625,312.727,0.000255584716796875,220.0,0.850612992,63.952,1118.1005859375,322.192,0.000255584716796875,1632.0,0.850612992
15,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000039.JPEG'],0,0,60.734,974.861328125,300.634,0.000255584716796875,242.0,0.850612992,62.598,1093.5283203125,350.597,0.000255584716796875,939.0,0.850612992
16,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000047.JPEG'],0,0,61.55,979.078125,303.555,0.000255584716796875,226.0,0.850612992,64.084,1092.4013671875,321.593,0.000255584716796875,1371.0,0.850612992
17,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000048.JPEG'],0,0,60.364,997.1884765625,299.485,0.000255584716796875,249.0,0.850612992,63.442,1095.32666015625,316.627,0.000255584716796875,1214.0,0.850612992
18,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000055.JPEG'],0,0,61.28,980.06494140625,302.851,0.000255584716796875,250.0,0.850612992,63.074,1087.6728515625,329.763,0.000255584716796875,1091.0,0.850612992
