batch_id,img_dir,accuracy,topk,clean_CUDA_time,clean_CUDA_mem,clean_CPU_time,clean_CPU_mem,clean_outliers,clean_GFLOPs,adv_CUDA_time,adv_CUDA_mem,adv_CPU_time,adv_CPU_mem,adv_outliers,adv_GFLOPs
0,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000003.JPEG'],0,0,30.757,995.68408203125,441.257,0.000255584716796875,251.0,0.850612992,31.965,1145.0107421875,476.064,0.000255584716796875,2636.0,0.850612992
1,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000004.JPEG'],0,0,30.165,1004.0078125,441.421,0.000255584716796875,169.0,0.850612992,31.982,1101.90576171875,466.099,0.000255584716796875,2672.0,0.850612992
2,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000014.JPEG'],0,0,30.21,1000.66259765625,444.266,0.000255584716796875,237.0,0.850612992,32.051,1083.7421875,496.912,0.000255584716796875,2457.0,0.850612992
3,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000015.JPEG'],0,0,30.302,995.4072265625,444.907,0.000255584716796875,196.0,0.850612992,32.045,1087.27880859375,498.971,0.000255584716796875,2592.0,0.850612992
4,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000016.JPEG'],0,0,30.088,998.8916015625,444.407,0.000255584716796875,259.0,0.850612992,32.281,1089.16357421875,488.619,0.000255584716796875,2550.0,0.850612992
5,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000018.JPEG'],0,0,30.036,1006.7998046875,444.232,3.814697265625e-06,243.0,0.850612992,32.16,1101.1201171875,505.997,0.000255584716796875,2795.0,0.850612992
6,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000019.JPEG'],0,0,30.55,1003.5068359375,442.851,0.000255584716796875,211.0,0.850612992,32.136,1085.97509765625,464.879,0.000255584716796875,2412.0,0.850612992
7,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000021.JPEG'],0,0,30.338,1007.2666015625,441.968,0.000255584716796875,297.0,0.850612992,32.415,1104.279296875,454.041,0.000255584716796875,2830.0,0.850612992
8,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000026.JPEG'],0,0,30.322,1011.7734375,447.16,0.000255584716796875,243.0,0.850612992,32.208,1100.91552734375,489.378,0.000255584716796875,2609.0,0.850612992
9,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000030.JPEG'],0,0,30.399,996.07861328125,444.084,0.000255584716796875,221.0,0.850612992,32.091,1089.2109375,446.863,3.814697265625e-06,2554.0,0.850612992
10,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000033.JPEG'],0,0,30.661,994.23291015625,446.016,3.814697265625e-06,250.0,0.850612992,32.058,1098.24560546875,481.573,0.000255584716796875,2135.0,0.850612992
11,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000034.JPEG'],0,0,30.435,1022.0146484375,450.351,0.000255584716796875,279.0,0.850612992,31.971,1083.65673828125,475.905,3.814697265625e-06,2442.0,0.850612992
12,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000036.JPEG'],0,0,29.991,1000.94091796875,449.75,0.000255584716796875,185.0,0.850612992,32.259,1098.92626953125,474.835,0.000255584716796875,2712.0,0.850612992
13,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000037.JPEG'],0,0,30.451,1005.6005859375,462.644,3.814697265625e-06,236.0,0.850612992,32.055,1098.744140625,517.061,0.000255584716796875,2806.0,0.850612992
14,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000038.JPEG'],0,0,30.293,983.00830078125,465.744,0.000255584716796875,210.0,0.850612992,31.966,1097.92919921875,522.742,0.000255584716796875,2715.0,0.850612992
15,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000039.JPEG'],0,0,30.195,989.12744140625,460.322,0.000255584716796875,228.0,0.850612992,32.061,1086.4365234375,516.535,0.000255584716796875,2495.0,0.850612992
16,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000047.JPEG'],0,0,30.605,1006.44775390625,469.874,0.000255584716796875,219.0,0.850612992,32.082,1102.85693359375,515.099,3.814697265625e-06,2684.0,0.850612992
17,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000048.JPEG'],0,0,30.056,990.00146484375,474.915,0.000255584716796875,257.0,0.850612992,32.163,1089.7666015625,519.316,0.000255584716796875,2636.0,0.850612992
18,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000055.JPEG'],0,0,30.546,991.56982421875,482.086,0.000255584716796875,251.0,0.850612992,32.116,1087.591796875,474.523,3.814697265625e-06,2661.0,0.850612992
19,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000056.JPEG'],0,1,30.256,1008.9775390625,469.882,0.000255584716796875,282.0,0.850612992,32.738,1105.79345703125,523.375,3.814697265625e-06,2809.0,0.850612992
20,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000061.JPEG'],0,0,30.125,1021.26171875,468.718,0.000255584716796875,243.0,0.850612992,32.226,1096.2861328125,521.951,0.000255584716796875,2627.0,0.850612992
21,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000064.JPEG'],0,0,30.093,994.5712890625,484.489,0.000255584716796875,224.0,0.850612992,31.926,1088.77490234375,493.365,3.814697265625e-06,2554.0,0.850612992
22,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000065.JPEG'],0,0,30.33,987.57666015625,470.866,0.000255584716796875,308.0,0.850612992,32.357,1100.1201171875,514.24,0.000255584716796875,2742.0,0.850612992
23,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000072.JPEG'],0,0,29.85,1002.67724609375,461.323,0.000255584716796875,212.0,0.850612992,32.194,1100.4150390625,504.669,0.000255584716796875,2881.0,0.850612992
24,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000082.JPEG'],0,0,30.03,983.89990234375,491.108,0.000255584716796875,236.0,0.850612992,32.161,1099.6044921875,500.655,0.000255584716796875,2765.0,0.850612992
25,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000085.JPEG'],0,0,30.466,993.8759765625,476.052,0.000255584716796875,252.0,0.850612992,32.259,1088.33544921875,524.729,3.814697265625e-06,2565.0,0.850612992
26,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000086.JPEG'],0,0,30.26,1002.6259765625,467.828,0.000255584716796875,213.0,0.850612992,32.403,1100.9501953125,515.205,0.000255584716796875,2836.0,0.850612992
27,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000089.JPEG'],0,0,30.492,1009.14990234375,469.388,0.000255584716796875,244.0,0.850612992,32.28,1098.04345703125,502.958,0.000255584716796875,2712.0,0.850612992
28,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000105.JPEG'],0,0,30.124,989.99658203125,472.644,0.000255584716796875,195.0,0.850612992,32.034,1089.4638671875,524.418,0.000255584716796875,2601.0,0.850612992
29,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000107.JPEG'],0,0,30.376,1008.07666015625,468.842,0.000255584716796875,251.0,0.850612992,31.959,1100.15869140625,500.035,3.814697265625e-06,2778.0,0.850612992
30,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000108.JPEG'],0,0,30.408,1001.025390625,492.47,0.000255584716796875,182.0,0.850612992,31.721,1080.31298828125,500.434,0.000255584716796875,2389.0,0.850612992
31,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000116.JPEG'],0,0,30.31,980.3857421875,470.476,0.000255584716796875,177.0,0.850612992,32.297,1089.08203125,527.112,0.000255584716796875,2635.0,0.850612992
32,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000128.JPEG'],0,0,30.381,999.4228515625,475.78,0.000255584716796875,331.0,0.850612992,32.28,1101.05517578125,520.36,3.814697265625e-06,2778.0,0.850612992
33,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000130.JPEG'],0,0,30.555,986.24853515625,477.591,0.000255584716796875,255.0,0.850612992,32.254,1100.38720703125,505.987,3.814697265625e-06,2770.0,0.850612992
34,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000131.JPEG'],0,0,30.36,1007.7392578125,481.193,3.814697265625e-06,281.0,0.850612992,32.023,1098.43701171875,517.15,0.000255584716796875,2795.0,0.850612992
35,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000132.JPEG'],0,0,30.162,1009.9912109375,477.821,0.000255584716796875,267.0,0.850612992,32.106,1100.79248046875,540.284,0.000255584716796875,2784.0,0.850612992
36,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000138.JPEG'],0,1,30.175,1006.83056640625,491.474,0.000255584716796875,182.0,0.850612992,32.093,1089.94140625,497.968,0.000255584716796875,2544.0,0.850612992
37,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000149.JPEG'],0,0,30.415,988.88818359375,473.723,0.000255584716796875,247.0,0.850612992,32.272,1088.12939453125,503.369,0.000255584716796875,2652.0,0.850612992
38,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000156.JPEG'],0,0,30.117,1012.2724609375,479.794,0.000255584716796875,227.0,0.850612992,32.342,1101.140625,524.759,0.000255584716796875,2590.0,0.850612992
39,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000159.JPEG'],0,0,30.319,1032.4287109375,475.664,3.814697265625e-06,223.0,0.850612992,32.268,1109.6943359375,504.508,0.000255584716796875,2550.0,0.850612992
40,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000160.JPEG'],0,0,30.022,1003.8076171875,480.437,0.000255584716796875,175.0,0.850612992,32.385,1103.55517578125,512.718,0.000255584716796875,2679.0,0.850612992
41,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000165.JPEG'],0,0,30.619,986.69921875,485.629,0.000255584716796875,201.0,0.850612992,32.268,1086.14453125,539.163,0.000255584716796875,2591.0,0.850612992
42,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000168.JPEG'],0,0,30.079,1006.64013671875,482.447,0.000255584716796875,279.0,0.850612992,32.231,1099.12890625,522.499,0.000255584716796875,2849.0,0.850612992
43,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000170.JPEG'],0,0,30.12,970.05078125,497.503,0.000255584716796875,251.0,0.850612992,32.114,1077.80712890625,517.935,3.814697265625e-06,2240.0,0.850612992
44,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000172.JPEG'],0,0,30.369,1004.54296875,479.34,0.000255584716796875,228.0,0.850612992,32.322,1099.5302734375,511.27,0.000255584716796875,2865.0,0.850612992
45,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000175.JPEG'],0,0,30.546,1012.36083984375,488.395,0.000255584716796875,172.0,0.850612992,31.907,1097.21875,513.214,0.000255584716796875,2555.0,0.850612992
46,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000177.JPEG'],0,0,30.168,985.01220703125,492.212,0.000255584716796875,233.0,0.850612992,32.171,1097.66845703125,517.347,0.000255584716796875,2689.0,0.850612992
47,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000179.JPEG'],0,0,30.342,1007.01025390625,492.123,0.000255584716796875,260.0,0.850612992,32.443,1099.07666015625,538.028,0.000255584716796875,2810.0,0.850612992
48,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000181.JPEG'],0,0,30.522,985.41748046875,491.161,3.814697265625e-06,167.0,0.850612992,32.107,1083.5263671875,533.73,0.000255584716796875,2439.0,0.850612992
49,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000184.JPEG'],0,0,30.67,987.95654296875,496.864,0.000255584716796875,260.0,0.850612992,32.131,1086.8564453125,532.742,0.000255584716796875,2525.0,0.850612992
50,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000186.JPEG'],0,0,30.626,995.55322265625,499.31,0.000255584716796875,248.0,0.850612992,32.285,1096.55126953125,502.635,0.000255584716796875,2691.0,0.850612992
51,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000190.JPEG'],0,0,30.255,1009.2822265625,492.958,0.000255584716796875,282.0,0.850612992,32.246,1097.77392578125,534.182,0.000255584716796875,2755.0,0.850612992
52,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000196.JPEG'],0,0,30.462,1016.1376953125,496.517,0.000255584716796875,169.0,0.850612992,32.001,1093.48583984375,545.719,0.000255584716796875,2585.0,0.850612992
53,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000197.JPEG'],0,0,30.116,989.310546875,496.626,0.000255584716796875,217.0,0.850612992,31.935,1089.19189453125,541.617,0.000255584716796875,2662.0,0.850612992
54,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000198.JPEG'],0,0,30.29,1006.38427734375,509.548,0.000255584716796875,227.0,0.850612992,31.986,1100.51904296875,503.836,0.000255584716796875,2761.0,0.850612992
55,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000200.JPEG'],0,0,30.184,1003.67138671875,491.89,0.000255584716796875,210.0,0.850612992,32.287,1097.84326171875,518.346,0.000255584716796875,2831.0,0.850612992
56,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000201.JPEG'],0,0,30.627,1012.064453125,503.253,0.000255584716796875,272.0,0.850612992,32.006,1095.5419921875,521.758,0.000255584716796875,2705.0,0.850612992
57,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000205.JPEG'],0,0,30.344,1005.1416015625,500.068,0.000255584716796875,211.0,0.850612992,32.244,1095.4130859375,552.358,0.000255584716796875,2750.0,0.850612992
58,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000207.JPEG'],0,0,30.295,1002.77001953125,498.517,0.000255584716796875,195.0,0.850612992,32.193,1098.6728515625,551.533,0.000255584716796875,2813.0,0.850612992
59,['/dt/shabtaia/dt-fujitsu/datasets/active/imagenet_detection/images/test/ILSVRC2012_test_00000208.JPEG'],0,0,30.634,1008.65185546875,502.162,0.000255584716796875,234.0,0.850612992,32.252,1100.09765625,534.587,0.000255584716796875,2766.0,0.850612992
