0	0.0
1	0.0
2	0.0
3	0.0
4	0.0
5	0.1953125
6	0.0
7	0.0
8	0.0
9	0.0
10	0.26041666666666663
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.26041666666666663
17	0.03255208333333333
18	0.0
19	0.0
20	0.0
21	0.0
22	0.26041666666666663
23	0.48828125
24	0.0
25	0.0
26	0.0
27	0.0
28	0.13020833333333331
29	0.35807291666666663
30	0.0
31	0.0
32	0.0
33	0.0
34	0.13020833333333331
35	0.29296875
36	0.0
37	0.0
38	0.0
39	0.0
40	0.5208333333333333
41	0.26041666666666663
42	0.13020833333333331
43	0.13020833333333331
44	0.13020833333333331
45	0.0
46	0.6510416666666667
47	0.0
48	0.5208333333333333
49	0.5208333333333333
50	0.5208333333333333
51	0.0
52	0.6510416666666667
53	0.06510416666666666
54	0.6510416666666667
55	0.6510416666666667
56	0.6510416666666667
57	0.0
58	0.9114583333333334
59	2.311197916666667
60	0.6510416666666667
61	0.6510416666666667
62	0.6510416666666667
63	0.390625
64	15.755208333333334
65	16.764322916666664
66	0.6510416666666667
67	0.6510416666666667
68	0.6510416666666667
69	1.171875
70	1.4322916666666665
71	1.2369791666666665
