0	0.0
1	0.0
2	0.0
3	0.0
4	0.13020833333333331
5	0.7486979166666667
6	0.0
7	0.0
8	0.0
9	0.0
10	0.26041666666666663
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.26041666666666663
17	0.03255208333333333
18	0.0
19	0.0
20	0.0
21	0.13020833333333331
22	0.26041666666666663
23	0.48828125
24	0.0
25	0.0
26	0.0
27	0.26041666666666663
28	0.390625
29	0.35807291666666663
30	0.0
31	0.0
32	0.0
33	0.0
34	0.26041666666666663
35	0.26041666666666663
36	0.0
37	0.0
38	0.0
39	0.26041666666666663
40	0.26041666666666663
41	0.26041666666666663
42	0.26041666666666663
43	0.26041666666666663
44	0.26041666666666663
45	0.13020833333333331
46	0.26041666666666663
47	0.03255208333333333
48	0.26041666666666663
49	0.26041666666666663
50	0.26041666666666663
51	0.26041666666666663
52	0.26041666666666663
53	0.13020833333333331
54	0.26041666666666663
55	0.26041666666666663
56	0.26041666666666663
57	0.26041666666666663
58	0.5208333333333333
59	2.604166666666667
60	0.26041666666666663
61	0.26041666666666663
62	0.26041666666666663
63	0.26041666666666663
64	15.494791666666666
65	86.19791666666666
66	0.26041666666666663
67	0.26041666666666663
68	0.26041666666666663
69	0.26041666666666663
70	1.0416666666666665
71	3.22265625
